Name,Phone,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
"FRANKAIR Electromechanical Co. LLC","+971 4 267 5244","Al Qusais Ind. Second - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=FRANKAIR%20Electromechanical%20Co.%20LLC&query_place_id=ChIJB870dH5cXz4RHs8czCeOEFA","Mechanical contractor",,5,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Renoway - Interior Design & Renovation Company","+971 58 993 2187","Binghatti Emerald - JVC - Office 211 - Dubai - United Arab Emirates","https://renoway.ae/","Interior fitting contractor",,5,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Btu Electromechanical Works LLC","+971 50 849 1725","405, Block B - near Deira Clocktower - Business Village - Dubai - United Arab Emirates","https://www.btullc.com/","HVAC contractor",,5,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Al Asmi Group","+971 56 883 4003","Boulivard Adham - jvc - Adham Boulevard - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Asmi%20Group&query_place_id=ChIJx8FrQ4NtXz4R9rBcB-niIQc","Real estate developer",,,MEDIUM,55,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Artistic Heights","+971 4 328 9786","3675+7CQ - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Artistic%20Heights&query_place_id=ChIJZerzLzdsXz4RTlo3zXO_noc","Real estate developer",,3.4,MEDIUM,55,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Al Masaood National General Contracting LLC","+971 4 452 4710","Dubai Production City Makateb Building 4Offices 507 & 508 - Dubai - United Arab Emirates","https://www.almasaood-ngc.com/","Contractor",,4.5,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"LEVANTO By ORO24","+971 800 67624","3636+5PH - قرية جميرا الدائرية - Al Barsha South Fourth - Dubai - United Arab Emirates","https://oro24.com/","Real estate developer",,4.6,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Acura General Contracting LLC","+971 4 338 3036","Apex Atrium - Al Hebiah First - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Acura%20General%20Contracting%20LLC&query_place_id=ChIJE69E4IdpXz4RfrP_3_pw088","Construction company",,4.2,LOW,40,"",,,"construction contractors JVC Dubai"
"Sunmar Sky Electromechanical","+971 55 345 8908","Naif - Deira - Dubai - United Arab Emirates","http://www.dewaapprovedcontractors.com/","Construction company",,3,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Future World Electromechanical LLC","+971 4 258 3250","PO 94330, Damascus Road - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Future%20World%20Electromechanical%20LLC&query_place_id=ChIJKU6P_jlcXz4RHAYHTUjH_9g","Mechanical contractor",,4.4,LOW,40,"",,,"electromechanical companies JVC Dubai"
"Faman Electromechanical works","+971 4 250 0047","Sheikh Rashid Rd - Al Garhoud - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Faman%20Electromechanical%20works&query_place_id=ChIJZdyFkyFdXz4Rt8zplctyoGk","HVAC contractor",,4.9,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Sinyar Electromechanical LLC","+971 4 333 8757","Apricot Towers - Dubai Silicon Oasis - Dubai - United Arab Emirates","http://www.sinyar.me/","Construction company",,2.6,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"DCIB Construction LLC","+971 4 339 2129","Unit 602, CONTROL TOWER - 6th Floor - Motor City - Dubai - United Arab Emirates","http://www.dciuae.com/","Construction company",,4.3,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"ABBADI TECH TECHNICAL SERVICES LLC","+971 55 131 3403","Al Waha - Al Quoz - Al Quoz 4 - Dubai - United Arab Emirates","https://dewaapprovalsdubai.ae/","Electrical installation service",,4.5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Fix4 technical services","+971 4 262 9619","HDS TOWER - 2504 Cluster F - Jumeirah Lake Towers - Dubai - United Arab Emirates","http://fix4technical.com/","Home builder",,4.9,MEDIUM,55,"",,,"construction companies JLT Dubai"
"HDS Tower","+971 4 422 0968","HDS Tower - Cluster F - Al Thanyah Fifth - Dubai - United Arab Emirates","https://hdsgroup.org/","Property management company",,4.1,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Pandre Special Integration","+971 4 456 3122","Floor 27, Tower AA1, Mazaya Business Avenue, Jumeirah Lake Towers - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Pandre%20Special%20Integration&query_place_id=ChIJZXo_67FsXz4RvPvh5HqbDq8","Home automation company",,5,LOW,40,"",,,"construction companies JLT Dubai"
"JN Group spice’s N Real Estate","+971 58 593 1583","JLT Cluster L - Al Thanyah Fifth - Dubai - United Arab Emirates","http://34.226.83.105/","Construction company",,,HIGH,70,"TARGET_LOCATION",,,"construction companies JLT Dubai"
"Pearl House II by Imtiaz","+971 800 468429","Jumeirah Village Circle - Dubai - United Arab Emirates","/url?q=https://imtiaz.ae/property/pearl-house-ii-by-imtiaz%3Futm_source%3DOrganic_Search%26utm_medium%3Dgmb&opi=79508299&sa=U&ved=0ahUKEwjB4IXrz4qRAxVIExAIHfXMFhYQ61gIFCgQ&usg=AOvVaw2LgQQ3KKawmqmB6HRz3ptv","Real estate developer",,4.7,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Sol Properties Development","+971 4 432 2252","Palladium Tower - 202 Cluster C - Jumeirah Lake Towers - Dubai - United Arab Emirates","http://solproperties.ae/","Real estate developer",,4.7,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Almco","+971 50 908 4253","35H3+648 - Sheikh Zayed Rd - Al Thanyah Fifth - Dubai - United Arab Emirates","http://www.almcogroup.com/","Construction company",,3.8,MEDIUM,55,"",,,"construction companies JLT Dubai"
"SAUBER Construction Dubai","+971 58 558 8982","Hotel, Bay Central - InterContinental - Jumeirah - Dubai Marina - Dubai - United Arab Emirates","https://sauberdxb.com/","Home builder",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"SCC Vertex Property L.L.C","+971 56 538 0306","Indigo Icon Tower - Office Number 1206 - Cluster F - Jumeirah Lake Towers - Dubai - United Arab Emirates","https://www.sccvertex.com/","Real estate developer",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Prime Logic Interior & Contracting L.L.C (CONCORDIA APPROVAL)","+971 52 416 1890","First Al Khail St - Jumeirah Lake Towers - Dubai - United Arab Emirates","https://www.interiorworks.ae/concordia-fit-out-approval-jlt-dmcc.html","Interior designer",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Memar","+971 52 895 7371","Levels, 5 & 6 - Swiss Tower - Jumeirah Lake Towers - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Memar&query_place_id=ChIJO63TQz9tXz4RqatS2K9lh5g","Real estate developer",,5,LOW,40,"",,,"construction companies JLT Dubai"
"Alaska Electromechanical Services LLC","+971 4 258 9000","TERMINUS 2 - FLAT NO 208,ILLIYA TOWER - 1 Damascus Street - Al Qusais Industrial Area - Dubai - United Arab Emirates","http://alaska-dxb.com/","HVAC contractor",,4.3,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"TRK Electromechanical Works LLC","+971 4 282 6775","Umm Ramool - Rashidiya - Dubai - United Arab Emirates","https://trkelectromech.com/","Electrical installation service",,4.5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Melis Building Contracting","+971 55 437 7477","Jumeirah Lake Towers - Dubai - United Arab Emirates","http://melisbuildingcontracting.com/","Construction company",,,MEDIUM,55,"",,,"construction companies JLT Dubai"
"INNOVATIVE VISION TECHNICAL SERVICES L.L.C","+971 55 551 7290","Concorde Tower, JLT Cluster H - Al Thanyah Fifth - Dubai - United Arab Emirates","https://innovativevistech.com/","Property maintenance",,5,HIGH,70,"TARGET_LOCATION",,,"construction companies JLT Dubai"
"ME DO RE Towers","+971 800 444666","ME DO RE Sales Centre - Cluster L - Jumeirah Lake Towers - Dubai - United Arab Emirates","https://medore.ae/","Real estate developer",,4.1,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Green Sandal Electromechanical Works LLC Dubai","+971 4 296 3311","3rd Floor, Office No:313, MJM Building, Port Saeed - Deira Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Green%20Sandal%20Electromechanical%20Works%20LLC%20Dubai&query_place_id=ChIJ3cs8mthcXz4R54-s97Kt_qY","Air conditioning contractor",,4.1,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Drakken DMCC","+971 4 421 8332","Saba Tower 1 - Al Thanyah Fifth - Dubai - United Arab Emirates","http://www.drakken.co/","Automation company",,4.8,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Algebra Contracting LLC 800-INTERIOR","+971 4 883 7300","Marina Heights Tower, Office 102 - Dubai Marina - Dubai - United Arab Emirates","https://algebra-contracting.com/","Interior designer",,4.6,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Kingdom By MAG","+971 58 555 9090","MBL Royal Retail - No G - 01 Cluster K - Jumeirah Lake Towers - JLT Cluster K - Dubai - United Arab Emirates","https://www.kingdombymag.ae/","Real estate consultant",,4.6,HIGH,70,"TARGET_LOCATION",,,"construction companies JLT Dubai"
"Juma Al Majid Electro Mechanical Works","+971 4 285 1145","58 Marrakech St - Umm Ramool - Dubai - United Arab Emirates","http://www.contserv-almajid.com/","Contractor",,4.4,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Bright Electrical Works L.L.C","+971 4 832 1701","Dubai Silicon Oasis Office 803 , Icon Building - Dubai - United Arab Emirates","http://www.brightew.com/","Construction company",,4.6,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Saifco Electromechanical Works LLC","+971 4 336 6602","Zaa'beel St - Oud Metha - Dubai - United Arab Emirates","https://www.saifcomep.com/","Contractor",,3.8,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"SilverStar Electrical Services Dubai","+971 55 307 0510","Al Quoz - Al Qouz Ind.third - Dubai - United Arab Emirates","https://electrical-services-dubai.com/","Electrician",,4.7,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Cable Cure Electromechanical works L.L.C","+971 4 346 7115","Al Quoz - Al Quoz 3 - Dubai - United Arab Emirates","https://cable-cure.com/","Electrical installation service",,3.4,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Scale Electro. Mechanical Works","+971 4 220 1033","496M+QCP - Zabeel Rd - Nadd Hessa - Dubai - United Arab Emirates","http://scale-emw.net/","Construction company",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"RESCO Electromechanical LLC","+971 50 555 8861","Al Kalbani Business Center - M-08-19, Mezzanine Floor - 18 5 B St - Al Khabaisi - Deira - Dubai - United Arab Emirates","http://resco.ae/","Electrical installation service",,4.8,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Nader El Boustany Villa (Townhouse U24)","+971 52 942 1618","JVC - Al Barsha South Fourth - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Nader%20El%20Boustany%20Villa%20(Townhouse%20U24)&query_place_id=ChIJwY6HBBttXz4RNHF95j4gSnc","Home builder",,5,MEDIUM,55,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Midora Residences show apartment","+971 4 558 8460","JVC - Street 24 - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.qbd.ae/midora-residences","Real estate developer",,5,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Plazzo Heights","+971 4 554 5670","AL-BARSHA SOUTH FOURTH - PLAZZO HEIGHTS, DISTRICT-10 - Jumeirah Village Circle - Dubai - United Arab Emirates","https://plazzoheights.ae/","Apartment building",,3.8,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"EMAC ELECTROMECHANICAL LLC","+971 4 341 1332","Apricot Towers - Dubai Silicon Oasis - Dubai - United Arab Emirates","https://www.emac-mep.com/","Construction company",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Villa 360 Contracting LLC","+971 58 668 9360","Diamond Business Centre - Office No 309 A, Arjan - Dubai - United Arab Emirates","https://villa360.ae/","Construction company",,5,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"We Shape Spaces LLC","+971 56 355 2553","JVC street Prime Business Centre - Tower A Office 902 - Dubai - United Arab Emirates","http://www.weshapespaces.com/","Interior architect office",,5,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"MEPCO Electro Mechanical Works LLC","+971 6 544 5300","Al Mamzar - Sharjah - United Arab Emirates","http://www.mepco-llc.com/","General contractor",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Al Shafar Electromechanical Engineering L.L.C.","+971 4 334 6996","Malaysian Trade Center, 68, 2 Street, Oud Metha - 319, Dubai 1 Floor, Office, 115 - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Shafar%20Electromechanical%20Engineering%20L.L.C.&query_place_id=ChIJ9UOE1UFDXz4RhOl3qJZj2K0","Construction company",,2.3,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Classic star building contracting L.L.C","+971 4 420 5898","Behind miracle garden , the light tower 2 , 415 - Dubai - United Arab Emirates","http://www.classicstarbuilding.com/","Construction company",,4,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Detech Contracting Site Office","+971 4 294 5050","365H+JJJ - Al Barsha South Third - Al Barsha South - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Detech%20Contracting%20Site%20Office&query_place_id=ChIJPyOVO35uXz4Rex-voJpOf5o","Construction company",,4.6,LOW,40,"",,,"construction contractors JVC Dubai"
"Albonian International Electromechanical Works & Maintenance","+971 4 339 7000","Road 319 - Latifa Latifa Bint Hamdan St - Al Quoz - Al Quoz 4 - Dubai - United Arab Emirates","http://www.albonian.co/","Construction company",,3.3,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Nuvo Building Contracting LLC","+971 4 458 1633","Diamond Business Center 2 Building Al Barsha South 3 - Dubai - United Arab Emirates","http://www.nuvobuild.com/","Construction company",,5,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"JST Electromechanical LLC","+971 4 320 4772","19 15 St - Ras Al Khor Industrial Area 1 - Dubai - United Arab Emirates","http://www.jstemuae.com/","Air conditioning contractor",,3.9,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"La Riviera Azure","+971 56 818 6044","Azure, La Riviera - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","http://www.larivieraazure.com/","Real estate developer",,4.1,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Newell Electromechanical Works LLC","+971 4 884 3367","Jesco building Office 112, Al khaleej St., Al Baraha - Deira - Dubai - United Arab Emirates","https://www.newellmepco.com/","Contractor",,5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Electromechanical credible contractor's llc","+971 4 255 1555","Andalus Building - 1st St - Hor Al Anz East - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Electromechanical%20credible%20contractor's%20llc&query_place_id=ChIJiSlw0oNdXz4R-xxavpl-IiA","Construction company",,5,LOW,40,"",,,"electromechanical companies JVC Dubai"
"Jamal Al Reem Building Maintenance & Technical Services Company","+971 58 612 5333","St 1 - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://jartech.ae/","Property maintenance",,4.4,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Al Hamadi Electromechanical Works LLC","+971 4 339 4742","Latifa Bint Hamdan St - Al Quoz - Al Qouz Ind.first - Dubai - United Arab Emirates","http://ahedubai.ae/","Electrical installation service",,4,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Paramount Star Electromechanical Services LLC","+971 4 385 2235","48 6A St - Al Karama - Dubai - United Arab Emirates","http://paramountstarmep.com/","Construction company",,4,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Adam Star Electromechanical Works LLC","+971 4 885 4891","X5P8+3P5 Schon Business Park - Central Plaza Building - Office 308 - Dubai Investments Park 1 - Lavender Way - Dubai Investment Park First - Dubai - United Arab Emirates","http://www.adamstar.ae/","Contractor",,3.9,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"NCC Contracting LLC","+971 4 222 2290","CONTROL TOWER - 28th Floor - Sheikh Mohammed Bin Zayed Rd - Dubai - United Arab Emirates","http://ncc-me.com/","Construction company",,4.3,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Al Amal Electromechanical L.L.C.","+971 4 323 3600","Airport Rd - Al Garhoud - Dubai - United Arab Emirates","http://www.alamalgroup.ae/","HVAC contractor",,4.3,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Black Hammer Contracting L.L.C.","+971 4 277 9662","Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Black%20Hammer%20Contracting%20L.L.C.&query_place_id=ChIJvyUOiaFtXz4RHRn0qXw41Q8","Construction company",,,MEDIUM,55,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"RAJIV RADHAKRISHNAN ELECTROMECHANICAL WORKS LLC","+971 4 256 7802","FALT NO:401,AL SAUD BUILDING - Damascus Street - Dubai - United Arab Emirates","http://www.rajivradhakrishnangulf.com/","Construction company",,5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"High Systems Electromechanics LLC","+971 4 267 9575","15th St - Al Qusais Industrial Area - Al Qusais Industrial Area 4 - Dubai - United Arab Emirates","http://www.hsedubai.com/","Automation company",,4.7,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Hitesh Electrical Contracting LLC","+971 4 355 2515","469M+Q7R - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates","http://www.hiteshelectricals.com/","Electrical installation service",,4.4,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Streamline Electromechanical Works LLC","+971 4 283 8414","Platinum Business Centre - Baghdad Street - Al Nahda Second - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Streamline%20Electromechanical%20Works%20LLC&query_place_id=ChIJ0WbHJv5dXz4RobGAO_jKGQ0","Construction company",,4.2,LOW,40,"",,,"electromechanical companies JLT Dubai"
"TNH Orient Electromechanical LLC","+971 4 548 7575","warehouse no. 3 - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=TNH%20Orient%20Electromechanical%20LLC&query_place_id=ChIJ8edbztBpXz4Ruqt_q5q4GcU","Interior designer",,4.2,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Voltronix Contracting LLC","+971 50 242 0957","DIP 2 - Aber warehouse 06, Dubai Investment Park - 2 - Dubai - United Arab Emirates","http://www.voltronix.ae/","Electrical installation service",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Supertech Middle East Electro-Mechanical Works LLC","+971 4 265 4444","5 13 A St - Port Saeed - Deira - Dubai - United Arab Emirates","http://www.supertechmiddleeast.com/","Contractor",,4.4,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Star Diamond Electromechanical Works LLC","+971 55 108 7553","3rd floor @ 305 - near shaklan super market - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Star%20Diamond%20Electromechanical%20Works%20LLC&query_place_id=ChIJMS6VqS9dXz4Rw8Aiztx5vO0","Construction company",,5,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Unicorn Electromechanical Works LLC","+971 4 252 0801","Office No 102, First Floor, Al Masraf Building، Damascus Street, Al Qusais - Dubai - United Arab Emirates","http://www.unicornme.ae/","Construction company",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Electco for Electromechanical Works Co LLC","+971 4 585 2075","NASA Building - Al Muraqqabat - Deira - Dubai - United Arab Emirates","http://www.electco-mep.com/","Mechanical contractor",,5,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"GALAXY STAR ELECTROMECHANICAL WORKS (L.L.C)","+971 4 347 0679","13TH STREET - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates","http://www.galaxyem.com/","Construction company",,3.9,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Reliance Electromechanical & Plumbing Contracting LLC (REMCO)","+971 4 286 2444","14B Street - Umm Ramool - Dubai - United Arab Emirates","http://www.remco-uae.com/","HVAC contractor",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Gulf Asia Contracting Marina Office","+971 4 427 4449","34GQ+6V5 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://www.gactme.com/","Construction company",,4,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Thennarasu Electromechanical Works llc","+971 55 898 7070","564X+G2G Opp Blue Camp - Al Quoz - Quoz 4 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Thennarasu%20Electromechanical%20Works%20llc&query_place_id=ChIJ_fERfaJpXz4RVmOoth4gYss","Construction company",,5,LOW,40,"",,,"electromechanical companies JLT Dubai"
"MBL Residence Apartments","+971 58 555 9090","Cluster K - Jumeirah Lake Towers - JLT Cluster K - Dubai - United Arab Emirates","https://mag.global/projects/mbl-residence/","Real estate developer",,4.3,HIGH,70,"TARGET_LOCATION",,,"construction companies JLT Dubai"
"Prime Time Electromechanical LLC","+971 4 346 8858","Ind.2 - Al Quoz - Dubai - United Arab Emirates","http://www.primetime.ae/","Air conditioning contractor",,4.7,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"SAM BUILDING CONTRACTING L.L.C.","+971 4 337 2745","Montana Commecrial Centre, Zabeel Road 408, 4th floor - above Nesto Supermarket - Al Karama - Dubai - United Arab Emirates","http://www.samcondubai.com/","Construction company",,4.3,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Blue Gate Electromechanical Works LLC","+971 4 321 2240","22A Street - Al Quoz - Al Qouz Ind.first - Dubai - United Arab Emirates","https://bluegateme.com/","Contractor",,4.5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Gem Mechanical & Electrical Company WLL","+971 4 299 6166","133 Al Ittihad Rd - Dubai Int'l Airport - Dubai - United Arab Emirates","http://www.gem-me.ae/","Construction company",,5,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Dubai Contracting Company PSC","+971 4 333 7100","Building No 29 St 13 - Ras Al Khor Industrial Area 1 - Dubai - United Arab Emirates","http://www.dcc-group.com/","Construction company",,4.4,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Abraj Electromechanical Works LLC","+971 4 295 1000","Office 21 Al Rouhani Building - Al Ittihad Rd - Dubai - United Arab Emirates","http://www.abrajmep.net/","Construction company",,5,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"TLG GLOBAL - UAE","+971 52 488 1714","Boulevard Plaza Tower 1 - Office No 3202-3 - Downtown Dubai - Dubai - United Arab Emirates","http://www.tlg.global/","Construction company",,5,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Skyline Builders","+971 50 910 1703","Emaar Square, Building 4 - Office 102 - Downtown Dubai - Dubai - United Arab Emirates","https://skylinebuilders.ae/","Real estate developer",,4.6,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Arabian Construction Company","+971 4 345 5534","1st St - Jumeirah - Jumeira First - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Arabian%20Construction%20Company&query_place_id=ChIJr0KlfABDXz4RvNBQZObeR60","Contractor",,4.1,LOW,40,"",,,"construction companies Downtown Dubai"
"Dutech Electromechanical Company LLC","+971 50 624 3971","78GM+X6P - 22A St - Hor Al Anz - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Dutech%20Electromechanical%20Company%20LLC&query_place_id=ChIJ1cQx5b5cXz4RwvZ106u3oFo","Mechanical contractor",,5,LOW,40,"",,,"electromechanical companies JLT Dubai"
"DLF","+971 56 848 7286","Burj Khalifa - Dubai - United Arab Emirates","http://www.emaar.com/","Corporate office",,4.2,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Egy Build Construction LLC | Best Construction Company in Dubai | Construction Companies Dubai","+971 4 297 6112","45B St - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://egybuild.ae/","Construction company",,4.6,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"St. Regis GCC Project Site Office","+971 4 529 9723","57VM+8F8 moven pick appertments - Downtown Dubai - Dubai - United Arab Emirates","https://www.gccuae.com/","Construction company",,4.8,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Gandhi Electro-Mechanical Co LLC","+971 4 289 6057","offices, Ibn Battuta Gate - 212 - Jebel Ali Village - ند الحمر - Dubai - United Arab Emirates","http://www.gemcome.com/","Construction company",,5,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"AlSahel Contracting Company LLC","+971 4 285 7324","25th St - Umm Ramool - Dubai - United Arab Emirates","http://www.alsahelcon.com/","Construction company",,4.5,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"Build Up Mep electromechanical works LLC","+971 4 889 5224","Office 105 - CEO building - Dubai - United Arab Emirates","http://www.buildup-mep.com/","Construction company",,4.8,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Barbuda Electromechanical works LLC","+971 4 277 9714","Sports City Stadium Point 202 - Dubai - United Arab Emirates","http://www.barbuda.ae/","Contractor",,4,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"THL Electromechanical LLC","+971 4 321 9853","2 D67 - Al Quoz - Al Quoz 4 - Dubai - United Arab Emirates","http://www.thlmep.com/","Construction company",,4.4,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Sescon Star Electromechanical Works LLC","+971 4 580 0762","Al Barsha Fourth - Prime Business Centre- Office No.17th Floor B, Block - Jumeirah Village Circle - Dubai - United Arab Emirates","https://sesconstar.ae/","HVAC contractor",,5,HIGH,70,"TARGET_LOCATION",,,"electromechanical companies JVC Dubai"
"Contractors Direct","+971 4 235 3513","Centre, Mazaya Business Avenue - Tower AA1 - Mazaya Business - 19th Floor - Jumeirah Lake Towers - Dubai - United Arab Emirates","https://contractors.direct/","Contractor",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Extra High Voltage Electromechanical Contracting LLC Dubai","+971 4 824 0222","Nr. 4, ARENCO Building - Dubai Investment Park 1 - Dubai - United Arab Emirates","http://www.ehvemc.com/","Electric utility company",,3.8,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Lunar Electro - Electro Mechanical Engineers & Contractors","+971 4 398 8950","35 57 B Street - Oud Metha - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Lunar%20Electro%20-%20Electro%20Mechanical%20Engineers%20%26%20Contractors&query_place_id=ChIJH1dwVuRCXz4RQ_0BmoCcwC0","Construction company",,4.2,LOW,40,"",,,"electromechanical companies JVC Dubai"
"SKSHANDYMAN05","+971 56 306 2098","Marina Dubai, Jvc - Jumeirah Lake Towers - Jumeirah Beach Residence - Dubai - United Arab Emirates","https://skshandyman05.com/","Construction company",,5,HIGH,70,"TARGET_LOCATION",,,"construction companies JLT Dubai"
