Name,Category,Phone,Email,Website,Address,Priority,Quality Score,Data Source,Search Term,Timestamp
"Startbiz - Ecommerce Web Design & Website Development Company Dubai, UAE",مصمم مواقع ويب,Contact via website,Not available,http://startbizuae.com/,"
Damac Executive Bay - دبي",MEDIUM,7,Google Maps Scraper,ecommerce businesses Dubai,2025-10-03T22:51:39.439Z
"Musemind - UI UX Design Agency in Dubai | Real Estate, E-commerce & Shopify Web Design Company Dubai, UAE",وكالة تصميم,050 196 6827,Not available,https://musemind.agency/locations/ui-ux-agency-in-dubai,"
East Wing, Latifa towers, World trade 1 - B1906 - شارع الشيخ زايد - المركز التجاري الأولى - المركز التجاري الأولي - دبي",HIGH,9,Google Maps Scraper,ecommerce businesses Dubai,2025-10-03T22:51:50.940Z
Klick-On | UAE Online Shopping,مركز تسوق,04 266 6006,Not available,http://www.klick-on.com/,"
775Q+WW4 - Khaled bin Waled Street, Bur Dubai, Dubai, UAE - شارع الرفاعة - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:52:42.484Z
Online store,مُستَورِد معدات,052 914 8461,Not available,Not available,"
شارع صلاح الدين - ديرة - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:52:53.998Z
IT Online Shopping,متجر,050 979 7120,Not available,Not available,"
3 شارع الاسبج - السوق الكبير - Al Fahidi - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:53:05.502Z
FROM.AE,متجر,04 226 2657,Not available,Not available,"
Al Sabhka Tower Office 602 Deira Nasser Square Dubai UAE, Baniyas Road - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:53:16.805Z
Jazp.com,خدمة التجارة الإلكترونية,04 254 9666,Not available,http://www.jazp.com/,"
6 27a St - ديرة - السبخة - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:53:28.029Z
Gift Dubai Online,محل هدايا,050 176 5247,Not available,https://www.giftdubaionline.com/,"
شارع صلاح الدين - الخبيصي - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:53:39.361Z
Global Deals For U - Online Shopping UAE,متجر أجهزة إلكترونية,052 946 4667,Not available,http://globaldealsuae.com/,"
M building Al muraqabat - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:53:50.817Z
جهاز استشعار دبي - متجر الأتمتة الصناعية على الإنترنت,مورد معدات صناعية,058 938 5356,Not available,https://www.dubai-sensor.com/,"
City Pharmacy Building - 22A St - الخبيصي - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:54:02.185Z
mygsm,متجر هواتف جوالة,055 902 1107,Not available,https://www.mygsm.me/,"
Deira Dubai Office 301,Al moosa 2 ,27 Street MAG building - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:54:13.485Z
Sorung Fashion Online Store,متجر ملابس,056 387 8652,Not available,Not available,"
Emirates Islamic Bank Building - Office # M01 - شارع بني ياس - near Banyas Metro Station - ديرة - Riggat Al Buteen - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:54:24.874Z
GIFT POINT DEPARTMENT STORE,متجر شامل,054 581 5524,Not available,Not available,"
200 شارع عمر بن الخطاب - ديرة - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:54:36.267Z
Lifestyle - BurJuman Mall,متجر شامل,Contact via website,Not available,https://www.lifestyleshops.com/ae/en/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"
Shopping 1, Burjuman Mall, - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:54:47.729Z
UAE Fashion Online,متجر ملابس حريمي,058 766 3142,Not available,Not available,"
Online Shop - الوصل - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:54:59.090Z
متجر أبل,متجر أجهزة إلكترونية,Contact via website,Not available,https://www.apple.com/ae/retail/dubaimall?cid=aos-ae-seo-maps,"
Downtown, The Dubai Mall - شارع المركز المالي - برج خليفة - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:55:10.512Z
قرية الهدايا,متجر يقدم تخفيضات,04 272 1133,Not available,Not available,"
78CC+6FJ - شارع صلاح الدين - near Salahuddin Metro Station - ديرة - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:55:21.851Z
Lifee Online Shopping UAE,مركز تسوق,052 439 3199,Not available,Not available,"
21 16b St - ديرة - السبخة - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:55:33.266Z
SIVVI,خدمة التجارة الإلكترونية,Contact via website,Not available,https://www.sivvi.com/,"
Boulevard Plaza Tower 2 - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:55:44.609Z
King and Queen Size Mattress Store Dubai Online service only,متجر مفروشات,056 746 8211,Not available,https://king-and-queen-m.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,"
ديرة - الرقة - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:55:55.921Z
Dubai Online Shopping,Delivery service,050 893 7785,Not available,Not available,"
Down Town - ورسان الأولى - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:56:07.357Z
Karakeeb Outlet - Salah Aldin,متجر ملابس,04 294 8739,Not available,Not available,"
135 شارع صلاح الدين - ديرة - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:56:18.899Z
VL Online Store,خدمة التجارة الإلكترونية,052 859 9549,Not available,Not available,"
الكرامة - Sheikh Hamdan Colony - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:56:30.229Z
Online Stores In Dubai,متجر مستلزمات حمامات سباحة,050 178 9490,Not available,https://onlinestores.ae/,"Dubai, UAE",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:56:41.473Z
Vape King Dubai - Best Vape Shop,متجر للمبخرات,058 105 4656,Not available,http://www.vkdxb.com/,"
K6 building muraqbat Office - vape king shop online - المرقبات - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:57:01.051Z
Alif Online Shopping UAE,خدمة التجارة الإلكترونية,054 716 8382,Not available,https://alifllc.net/,"
Business Center 1, M Floor, The Meydan Hotel - ند الشبا - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:57:12.480Z
مركز القبائل أبوهيل,متجر شامل,04 397 1155,Not available,http://www.alkabayel.com/,"
322 D91 - هور العنز - دبي",HIGH,9,Google Maps Scraper,online stores Dubai,2025-10-03T22:57:23.783Z
Online,مركز تسوق,052 110 3374,Not available,Not available,"
ديرة - AL HAMRIYA - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:57:35.065Z
Click Fast Now Online Shopping,خدمة التجارة الإلكترونية,Contact via website,Not available,http://clickfastnow.com/,"
21st Floor Expert Business Center Binary Tower - الخليج التجاري - دبي",MEDIUM,7,Google Maps Scraper,online stores Dubai,2025-10-03T22:57:48.390Z
