Name,Phone,Email,All Emails,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
"Desear Real Estate LLC","+971 4 256 0277","","","Titanium Tower - Office No 06 - Level P03 Sheikh Khalifa Bin Zayed St - Dubai - United Arab Emirates","https://desear.realestate/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Bur Dubai"
"Maverick holiday homes","+971 58 805 9942","","","47 7D St - Hor Al Anz - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Maverick%20holiday%20homes&query_place_id=ChIJVd3-dABdXz4Rb-Fq5ItbHXo","Apartment building",,4.5,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Jhonny Homes","+971 56 833 9318","","","22b Al Mateena St - Al Muteena - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Jhonny%20Homes&query_place_id=ChIJGy66isRdXz4RYZvLdmnOboQ","Holiday apartment rental",,5,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"SNG EMPLOYMENT & FACILITIES SERVICES","+971 4 231 8000","","","Ascon House - 502, 5th Floor - Salah Al Din St - Al Muteena - Deira - Dubai - United Arab Emirates","https://sng.ae/","Property management company",,4.3,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Eagle Properties","+971 4 227 7811","","","Al Qassimi 78CC+7VJ - No.401,Al Qasimi Building,Salahuddin Road - opp. Reef Mall - Dubai - United Arab Emirates","http://www.nafisgroups.com/","Real estate agency",,3.5,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Ivy Luxury Holiday Homes","+971 52 570 0033","","","Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","http://ivyluxury.ae/","Holiday home",,5,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"Havana Holiday Homes Garhoud","+971 4 254 0969","","","10 45 St - Al Garhoud - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Havana%20Holiday%20Homes%20Garhoud&query_place_id=ChIJG8xQ0dRdXz4RgyQwlmJFeN0","Holiday home",,3.8,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Luxury Point Holiday Homes","+971 4 223 2555","","","Al Baraha - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Luxury%20Point%20Holiday%20Homes&query_place_id=ChIJTxHuFWpdXz4ReYhfs8QDbLM","Holiday apartment rental",,,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Havana Holiday Homes oud Metha","+971 4 379 3202","","","18th St - Oud Metha - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Havana%20Holiday%20Homes%20oud%20Metha&query_place_id=ChIJ9e4_0F5dXz4Rr-oWG1ws89Y","Holiday home",,4.1,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Amber Holiday Homes","+971 52 331 0833","","","Burj Al Salam Tower - 2102 - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","https://www.amberholidayhomes.com/","Lodging",,4.7,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"Buhaleeba Real Estate","+971 4 337 9999","","","68P9+48J - 26th St - Oud Metha - Dubai - United Arab Emirates","http://bhr.ae/","Real estate rental agency",,4,MEDIUM,55,"",,,"real estate companies Bur Dubai"
"Talisman Holiday Homes","+971 58 545 1818","","","137 Nafeh And Mohd Belshalat - Al Baraha - Deira - Dubai - United Arab Emirates","https://www.talisman.ae/","Holiday home",,5,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"Street Glide Real Estate LLC","+971 4 272 8886","","","78C8+5WW - Al Muteena - Deira - Dubai - United Arab Emirates","http://www.sgre.ae/","Property management company",,4,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"ABN GROUP L.L.C","+971 55 101 0192","","","Burjuman Business Tower 18th Floor - Sheikh Khalifa Bin Zayed St - Al Mankhool - Dubai - United Arab Emirates","https://abngroupae.com/","Business center",,4.3,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"Star Obelisk Properties LLC","+971 52 148 7908","","","Deira، Business Village - 510 - Block - B - near Clock Tower Roundabout - Port Saeed - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Star%20Obelisk%20Properties%20LLC&query_place_id=ChIJ1VjloWJdXz4R9EwFj4KUEUM","Property management company",,3.7,LOW,40,"",,,"property management Al Rigga Dubai"
"Murex Properties LLC","+971 50 653 0862","","","37 C - Al Rigga Area - Al Muraqqabat - Deira - Dubai - United Arab Emirates","http://murexproperties.ae/","Property management company",,,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Kaysan Properties LLC","+971 50 199 0588","","","Al Saqr Business Tower - 91 Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates","https://kaysangroup.ae/","Real estate agent",,4.9,MEDIUM,55,"",,,"real estate companies Bur Dubai"
"Sky View","+971 4 437 0431","","","Clover Bay Tower - Office 1108 - 1109 Marasi Dr - Business Bay - Dubai - United Arab Emirates","http://www.skyviewdubai.com/","Real estate agency",,4.6,HIGH,70,"TARGET_LOCATION",,,"real estate companies Bur Dubai"
"Union Square House Real Estate","+971 4 458 9090","","","Building 6 - Office 202 - Business Bay - Bay Square - Dubai - United Arab Emirates","https://ushre.com/","Real estate agency",,4.8,HIGH,70,"TARGET_LOCATION",,,"real estate companies Bur Dubai"
"ALI AL SHAWAB REAL ESTATE / MANAGEMENT OF PROPERTY","+971 4 295 6645","","","Al Oroba Building - Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=ALI%20AL%20SHAWAB%20REAL%20ESTATE%20%2F%20MANAGEMENT%20OF%20PROPERTY&query_place_id=ChIJSRFwSdpcXz4RAFH1IX7tSrU","Real estate consultant",,3.3,LOW,40,"",,,"property management Al Rigga Dubai"
"Golden Heaven Real Estate LLC","+971 52 115 2873","","","Bur-Dubai - Dubai - United Arab Emirates","https://www.ghrellc.com/","Industrial real estate agency",,4.6,MEDIUM,55,"",,,"real estate companies Bur Dubai"
"Al Qaizi Real Estate","+971 4 273 1000","","","Al Muteena - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Qaizi%20Real%20Estate&query_place_id=ChIJJxtkg7VcXz4R207uAnj1yeE","Property management company",,3.8,LOW,40,"",,,"property management Al Rigga Dubai"
"DSD Global Properties L.LC","+971 4 323 0855","","","Al Maktoum Rd - off 403 Glass Building - Al Muraqqabat - Al Rigga - Dubai - United Arab Emirates","https://dsdpropertiesllc.com/","Property management company",,,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Amaken Real Estate Brokers","+971 55 261 5993","","","Al Reem Tower - Floor 1301 - Al Maktoum Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://amaken-realestate.com/","Property management company",,,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"KAYE & CO REAL ESTATE L.L.C.","+971 4 583 0001","","","Burlington Tower - 2410 - 2401 - Dubai - United Arab Emirates","http://www.kayeandco.ae/","Real estate agency",,4.7,MEDIUM,55,"",,,"real estate companies Bur Dubai"
"A L S Properties","+971 4 226 9269","","","84 Al Maktoum Hospital Rd - Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=A%20L%20S%20Properties&query_place_id=ChIJO3qGYLVcXz4RFuag-ZKDGko","Property management company",,3,LOW,40,"",,,"property management Al Rigga Dubai"
"Target Electronics","+971 4 349 1015","","","Office No 2102 - Baniyas Rd - Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Target%20Electronics&query_place_id=ChIJDydsFH1DXz4RKSJpZMuv_bg","Real estate agency",,5,LOW,40,"",,,"realtors Al Rigga Dubai"
"CRC Real Estate Management","+971 4 288 7919","","","28 Al Rigga Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=CRC%20Real%20Estate%20Management&query_place_id=ChIJQSuuQildXz4R4C_Yd9z5dWA","Property management company",,,LOW,40,"",,,"property management Al Rigga Dubai"
"Al Raya Real Estate Dubai","+971 50 674 8022","","","121 Salah Al Din St - Al Muteena - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Raya%20Real%20Estate%20Dubai&query_place_id=ChIJoe6t7UpDXz4RuKBSDR0yRlw","Real estate agency",,3,LOW,40,"",,,"realtors Al Rigga Dubai"
"Al Yaquob Building","+971 4 355 5777","","","7897+25Q - Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Yaquob%20Building&query_place_id=ChIJ____PzVDXz4RWffXI2nakVM","Real estate agency",,5,LOW,40,"",,,"realtors Al Rigga Dubai"
"Dubuyers Properties LLC","+971 58 519 2218","","","Dubai Insurance Building - Office 189 Al Rigga Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://dubuyers.com/","Real estate agency",,,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Urban heights","+971 50 649 9568","","","beside Alsafeer hypermarket - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Urban%20heights&query_place_id=ChIJCUM87B5dXz4R0-rERAs1unc","Real estate agent",,5,LOW,40,"",,,"realtors Al Rigga Dubai"
"homeUsion Holiday Homes","+971 58 210 6281","","","Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=homeUsion%20Holiday%20Homes&query_place_id=ChIJx2GPrv5dXz4R93Ak7gHR26Q","Holiday home",,5,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Proprise Real Estate LLC","+971 58 531 1819","","","Arabian Calm business center - Office No-OF201-60 - next to Burjuman Mall - Al Mankhool - Dubai - United Arab Emirates","https://proprise.ae/","Property management company",,,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"AL KHALEEJ REAL ESTATE","+971 4 222 2377","","","Deira Tower - 2307 Baniyas Rd - Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=AL%20KHALEEJ%20REAL%20ESTATE&query_place_id=ChIJ-zJ6xklDXz4RMFxCxifz6rI","Real estate agency",,2.6,LOW,40,"",,,"realtors Al Rigga Dubai"
"BUKHASH REAL ESTATE LLC","+971 4 353 0936","","","Al Esbij St - Al Souq Al Kabeer - Al Fahidi - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=BUKHASH%20REAL%20ESTATE%20LLC&query_place_id=ChIJIaYMUS5DXz4R1gZDfyFZc44","Property management company",,5,LOW,40,"",,,"property management companies Burjuman Dubai"
"Angle Elite Properties","+971 56 290 7427","","","Al Masraf Building - Baniyas Rd - Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Angle%20Elite%20Properties&query_place_id=ChIJ4z7mhFZDXz4ReG3vow4oNo4","Real estate agency",,,LOW,40,"",,,"realtors Al Rigga Dubai"
"AZR Buying and Selling of Real Estate CO.L.L.C","+971 52 783 7324","","","Mashreq Building - Office NO. 107 - First Floor - near DAY STAR MARKET - BUR DUBAI - Al Fahidi - Dubai - United Arab Emirates","https://azrrealestate.ae/","Real estate rental agency",,5,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"SULTAN BIN ALI AL OWAIS REAL ESTATE LLC","+971 4 225 6699","","","18TH FLOOR 1801 ALOWAIS BUSINESS TOWER, BANK SADARAT IRAN IN GROUND FLOOR, OPP ABRAH, AL SABHKA DIREA DUBAI - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=SULTAN%20BIN%20ALI%20AL%20OWAIS%20REAL%20ESTATE%20LLC&query_place_id=ChIJ8Xvp2UdDXz4RwL6Wpc6szDo","Real estate agency",,3.9,LOW,40,"",,,"realtors Al Rigga Dubai"
"Al Musalla Real Estate","+971 4 351 9339","","","Street # 74 - Al Souq Al Kabeer - Al Fahidi - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Musalla%20Real%20Estate&query_place_id=ChIJpxEdPTlDXz4RBQrItU7skS8","Property management company",,4.2,LOW,40,"",,,"property management companies Burjuman Dubai"
"llunaland","+971 58 815 6883","","","Asiana Suites Residence - 207 - Al Rigga - Dubai - United Arab Emirates","https://www.llunaland.com/","Real estate agent",,,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Sunrise Real Estate L.L.C","+971 4 398 9553","","","Pearl Apartments - Office: 107 - 2nd December St - Al Satwa - Dubai - United Arab Emirates","http://sunriserealestate.ae/","Property management company",,1.8,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"Al Jumairi Real Estate","+971 4 335 3533","","","Sheikh Khalifa Bin Zayed St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Jumairi%20Real%20Estate&query_place_id=ChIJ3YKGQidDXz4Reyweuv2hUo4","Property management company",,4.9,LOW,40,"",,,"property management companies Burjuman Dubai"
"Yogi Real Estate","+971 4 359 3311","","","The Citadel Tower, 1st Floor, 103 - Dubai - United Arab Emirates","http://yogirealestateuae.com/","Property management company",,4.6,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"Wasl Asset Management Group","+971 800 9275","","","Al Mankhool Rd - Dubai - United Arab Emirates","https://www.wasl.ae/en","Real estate developer",,3.9,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"WOW Property Management","+971 4 205 3305","","","The Tower Plaza - Offices - Trade Center First - Dubai - United Arab Emirates","https://www.wowpropertymanagement.ae/","Property management company",,4.4,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"PALLADIUM HOLIDAY HOMES","+971 54 599 5110","","","Tadbeer Mountain Gate 29 Al Ittihad Road Al Khabaisi, Diera - Port Saeed - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=PALLADIUM%20HOLIDAY%20HOMES&query_place_id=ChIJ-13ez1ZrXz4RGZPPQ9Fx8WE","Holiday apartment rental",,5,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Blue Sky Holiday Homes Rental LLC","+971 55 229 9886","","","HHHR Tower - Sheikh Zayed Rd - opposite Museum of the future - Trade Center First - Dubai - United Arab Emirates","http://www.blueskyhhr.com/","Vacation home rental agency",,4.4,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"DIVINE GRACE VACATION HOMES RENTAL L.L.C","+971 56 696 8510","","","HORIZON BUILDING - 75 Al Ittihad Rd - HOR AL ANZ DEIRA - Deira - Dubai - United Arab Emirates","https://www.divingrace.com/","Holiday home",,4.1,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"Gladiator Holiday Homes","+971 52 396 3808","","","New Sultana Bldg - 16th St - Al Muteena - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Gladiator%20Holiday%20Homes&query_place_id=ChIJo_32EyZdXz4RDrzJEv_dZP8","Holiday home",,5,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"Heaven Crest Vacation Home","+971 56 994 9670","","","Al UTHMAN BUILDING - Suit No 214 - 41 24 St - Al Murar - Dubai - United Arab Emirates","https://heavencrest.ae/","Holiday apartment rental",,4.7,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"MY STARHOME PROPERTIES","+971 4 244 6675","","","Twin Tower - Office No-217 - Deira - Dubai - United Arab Emirates","http://www.starhomeuae.com/","Real estate agency",,3.7,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"MKB LIVING Holiday Homes","+971 52 570 3033","","","Al Khabaisi - Deira - Dubai - United Arab Emirates","https://mkbliving.ae/","Holiday home",,5,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"AlSultan 5","+971 55 604 1988","","","Al Sultan 5 - Al Muteena - Deira - Dubai - United Arab Emirates","https://www.joyceliving.com/","Holiday apartment",,4.6,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"Yousef Alghamdi Properties","+971 52 500 2822","","","Ibis Hotel Rigga, Business Center - 3rd floor Al Rigga Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://ygp.ae/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Al Rigga Dubai"
"ADNAN SAFFARINI REAL ESTATE (L.L.C)","+971 4 222 2002","","","Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=ADNAN%20SAFFARINI%20REAL%20ESTATE%20(L.L.C)&query_place_id=ChIJgWgyZR9dXz4RN1SAKAn9C-c","Real estate agency",,4.6,LOW,40,"",,,"realtors Al Rigga Dubai"
"Al regga","+971 52 724 3154","","","43 Al Rigga Rd - Al Raffa - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20regga&query_place_id=ChIJT4DcqIVdXz4RSm2F-grK-Uc","Holiday apartment rental",,4.6,LOW,40,"",,,"holiday homes Al Rigga Dubai"
"833keys Vacation Homes Rental","+971 50 833 4312","","","Silver Homes - Hor Al Anz East - Deira - Dubai - United Arab Emirates","https://www.833keys.com/","Vacation home rental agency",,5,MEDIUM,55,"",,,"holiday homes Al Rigga Dubai"
"Chosen Homes Real Estate LLC","+971 52 786 2006","","","Al Masueed Building - 202 Al Maktoum Rd - Al Rigga - Dubai - United Arab Emirates","https://chosenhomesrealestate.com/","Real estate agency",,5,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Golden Home Real Estate","+971 4 228 8667","","","7894+7QR - Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Golden%20Home%20Real%20Estate&query_place_id=ChIJ-zJ6xklDXz4R7OfRfESypDg","Real estate agency",,1,LOW,40,"",,,"realtors Al Rigga Dubai"
"Fine & Country Real Estate Broker LLC","+971 4 553 1595","","","Twin Tower - Deira, Nasser Sq - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Fine%20%26%20Country%20Real%20Estate%20Broker%20LLC&query_place_id=ChIJNUa3DtBDXz4RBCl5GSkmmVE","Real estate agency",,5,LOW,40,"",,,"realtors Al Rigga Dubai"
"Rise and Thrive Real Estate LLC","+971 52 541 8587","","","Ibis, riser business center - Al Rigga Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://riseandthrive.properties/","Industrial real estate agency",,5,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Powered Facilities Management Services L.L.C","+971 4 432 3998","","","SAHIKA NORAH BUILDING OFFICE 505 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Powered%20Facilities%20Management%20Services%20L.L.C&query_place_id=ChIJ86Arh3prXz4Rp4k-F7KJ2Qs","Property management company",,4.8,LOW,40,"",,,"property management Al Rigga Dubai"
"Bin Jarsh Real Estate","+971 4 227 7723","","","Al Rigga - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Bin%20Jarsh%20Real%20Estate&query_place_id=ChIJP8Y-XrVcXz4RUGFCI9gpeVM","Real estate agency",,3.1,LOW,40,"",,,"realtors Al Rigga Dubai"
"100 Plus Properties","+971 4 432 1777","","","786F+HQ Jazeera House - Office # 01 - Al Muraqqabat - Deira - Dubai - United Arab Emirates","http://www.100plusproperties.com/","Real estate consultant",,4,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Al Shamsi Property Management","+971 4 224 8333","","","51 Baniyas Rd - Al Rigga - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Shamsi%20Property%20Management&query_place_id=ChIJ4-yPYjNDXz4RmASBVp-80LE","Real estate agency",,,LOW,40,"",,,"property management Al Rigga Dubai"
"ALKHATTWA&ALOULA PROJECT MANAGEMENT SERVICES","+971 54 372 6096","","","الدور الرابع ، مركز الغرير ، - Al Rigga Rd - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=ALKHATTWA%26ALOULA%20PROJECT%20MANAGEMENT%20SERVICES&query_place_id=ChIJ-48uMxZdXz4RLoXnyYzG3XQ","Property administration service",,5,LOW,40,"",,,"property management Al Rigga Dubai"
"API PORT SAEED BUILDING","+971 800 2741000","","","124 - 34 Al Rigga Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://apidubai.ae/","Property management company",,4.7,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"AG Luxury Properties LLC","+971 52 527 0785","","","Sheikha Noora Tower - Office No.910 - Seasons street - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates","/url?q=https://agluxuryproperties.com/&opi=79508299&sa=U&ved=0ahUKEwiryPS04YqRAxXVIEQIHVj9FxsQ61gIFygT&usg=AOvVaw1-3eXwGU32nGWiFbhuy7ZQ","Property management company",,4.8,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"Decent Hostel and Holiday homes Near Burjuman Metro Station","+971 50 911 4855","","","num - 24 17B Street - Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Decent%20Hostel%20and%20Holiday%20homes%20Near%20Burjuman%20Metro%20Station&query_place_id=ChIJwTzIijlDXz4R0TyTyFNecfI","Youth hostel",,4,LOW,40,"",,,"holiday homes Burjuman Dubai"
"Kingsforth Properties LLC","+971 55 722 1006","","","Deira - 22A St - Al Khabaisi - Deira - Dubai - United Arab Emirates","http://www.kingsforthproperties.ae/","Property management company",,3.9,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Al Maymana Real Estate","+971 55 551 5164","","","Al Maktoum Rd - Riggat Al Buteen - Deira - Dubai - United Arab Emirates","https://mimna.com/","Real estate agency",,5,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"BE OUR GUEST Holiday Homes","+971 4 871 9200","","","Blue Bay Tower - 13th floor - Business Bay - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=BE%20OUR%20GUEST%20Holiday%20Homes&query_place_id=ChIJTRU4RpBpXz4RXGaiHq3Y11I","Holiday home",,4.7,MEDIUM,55,"TARGET_LOCATION",,,"holiday homes Burjuman Dubai"
"B My Guest Holiday Homes","+971 4 564 6621","","","Downtown Dubai - Dubai - United Arab Emirates","http://www.bmyguest.ae/","Holiday apartment rental",,4.6,MEDIUM,55,"",,,"holiday homes Burjuman Dubai"
"Topstay Hostel and Holiday Homes in Center of Bur Dubai","+971 50 281 4611","","","الحمرية - Apartment # 201 - Building No 69 12B St - Dubai - United Arab Emirates","http://www.dubaihostel.net/","Youth hostel",,3.7,MEDIUM,55,"",,,"holiday homes Burjuman Dubai"
"MMP Real Estate Asset Management","+971 58 117 7638","","","Empire Heights Tower B - Office 02 - Level 10 - Dubai - United Arab Emirates","https://www.managemyproperty.ae/","Property management company",,4.5,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"NMM Real Estate","+971 52 917 2928","","","788H+9P2 - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://www.nmmrealestate.com/","Real estate agency",,5,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Select Maison Real Estate L.L.C","+971 56 472 0005","","","Swissotel Al ghurair , Lobby area - Hor Al Anz - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Select%20Maison%20Real%20Estate%20L.L.C&query_place_id=ChIJ6x6E5bhdXz4RRzD04lJ5onI","Real estate consultant",,5,LOW,40,"",,,"realtors Al Rigga Dubai"
"Harbor Real Estate Broker LLC","+971 4 325 1616","","","City Tower 2 - 18th Floor Office - 1803 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Harbor%20Real%20Estate%20Broker%20LLC&query_place_id=ChIJb49zwfJCXz4RlvxGOgR2TU8","Real estate consultant",,4.7,LOW,40,"",,,"property management companies Burjuman Dubai"
"Noor Al Matar Real Estate","+971 52 434 7327","","","Riggs business centre - Al Rigga Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Noor%20Al%20Matar%20Real%20Estate&query_place_id=ChIJdUZVMB9dXz4Rxf5wEfVo9zY","Real estate rental agency",,1,LOW,40,"",,,"realtors Al Rigga Dubai"
"Al Fardan Real Estate","+971 800 8088","","","Deira - Al Rigga - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Fardan%20Real%20Estate&query_place_id=ChIJBdkROUhDXz4RJ8WhzGqBPVo","Real estate agency",,2.1,LOW,40,"",,,"realtors Al Rigga Dubai"
"EGIT REAL ESTATE L L C","+971 52 506 5989","","","Baniyas Tower - OFFICE 107 EXIT 1 - near BANIYAS SQUARE METRO STATION - Al Rigga - Deira - Dubai - United Arab Emirates","http://www.egitrealestate.com/","Real estate agency",,5,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Real Returns Real Estate","+971 55 622 3313","","","23 Street 1 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Real%20Returns%20Real%20Estate&query_place_id=ChIJsaVHpeNdXz4RkfIrHK72Aho","Real estate agency",,3.8,LOW,40,"",,,"realtors Al Rigga Dubai"
"Super Builders and Real Estate LLC","+971 55 231 9720","","","Al-Dana Building - Office 702, 7th Floor - Al Maktoum Rd - Al Muraqqabat - Deira - Dubai - United Arab Emirates","http://www.superbuilderpvtltd.com/","Housing society",,4.7,MEDIUM,55,"",,,"realtors Al Rigga Dubai"
"Kyna.ai Property Finder in Dubai","+971 50 564 0331","","","No. 404, Malik Sultan Muhammad Abdullah Karmastaji - Al Murar - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Kyna.ai%20Property%20Finder%20in%20Dubai&query_place_id=ChIJSxUBlbVDXz4Rx4KAzoZS2n0","Property investment company",,4.8,LOW,40,"",,,"realtors Al Rigga Dubai"
"Colliers - Rolex Tower","+971 800 36554377","","","Rolex Tower - 3rd Floor - Sheikh Zayed Rd - Dubai - United Arab Emirates","https://www.colliers.com/","Property management company",,2.7,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"Expert Properties","+971 4 495 0100","","","Grosvenor Tower - 9th Floor - Marasi Dr - Business Bay - Dubai - United Arab Emirates","https://expertproperties.com/","Real estate agency",,4.6,HIGH,70,"TARGET_LOCATION",,,"property management companies Burjuman Dubai"
"BSO - Real Estate Management, Dubai, UAE","+971 4 279 9100","","","Office 903, A4 - Financial Street - Downtown Dubai - Dubai - United Arab Emirates","https://bso.ae/?utm_source=Google-map&utm_content=Dubai-crystal","Property management company",,4.4,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"Better Homes LLC - Dubai (Head Office)","+971 600 522233","","","Vision Tower - 42nd - Business Bay - Dubai - United Arab Emirates","https://www.bhomes.com/","Real estate agency",,4.3,HIGH,70,"TARGET_LOCATION",,,"property management companies Burjuman Dubai"
"haus & haus Property Management","+971 4 302 5800","","","Gold & Diamond Park - Office 3210, Building 3 - Sheikh Zayed Rd - Al Quoz - Al Quoz Industrial Area 3 - Dubai - United Arab Emirates","http://hausandhaus.com/other-services/property-management/?utm_source=gmb&utm_medium=organic&utm_campaign=haus-gmb","Property management company",,4.8,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"ALKAYIN PROJECT MANAGEMENT SERVICES","+971 56 856 9474","","","Royal auto centre suite - 103 Al Maktoum Hospital Rd - Naif - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=ALKAYIN%20PROJECT%20MANAGEMENT%20SERVICES&query_place_id=ChIJzTcYALppXz4RfaJcvdWJl9U","Property management company",,5,LOW,40,"",,,"property management Al Rigga Dubai"
"Binayah Properties LLC","+971 4 243 8479","","","Liberty Building - Mezzanine Floor - 749 Sheikh Zayed Rd - Al Quoz - Al Qouz Ind.third - Dubai - United Arab Emirates","https://www.binayah.com/","Real estate agent",,4.4,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
